name,latitude,longitude,search_query,gmaps_link
Pos Indonesia,-7.7849457,110.3576989,Kantor Pos,"https://www.google.com/maps/search/Pos%20Indonesia/@-7.7849457,110.3576989,17z"
Pos Indonesia SPP Yogyakarta,-7.74998,110.377943,Kantor Pos,"https://www.google.com/maps/search/Pos%20Indonesia%20SPP%20Yogyakarta/@-7.74998,110.377943,17z"
Post Office Gamping,-7.7980214,110.3248274,Kantor Pos,"https://www.google.com/maps/search/Post%20Office%20Gamping/@-7.7980214,110.3248274,17z"
T One Paket - Agen Pos,-7.7731583,110.3660598,Kantor Pos,"https://www.google.com/maps/search/T%20One%20Paket%20-%20Agen%20Pos/@-7.7731583,110.3660598,17z"
꧋ꦏꦤ꧀ꦠꦺꦴꦂꦥꦺꦴꦱ꧀ꦪꦺꦴꦒꦾꦏꦂꦠ Kantor Pos Yogyakarta,-7.8014611,110.3652429,Kantor Pos,"https://www.google.com/maps/search/%EA%A7%8B%EA%A6%8F%EA%A6%A4%EA%A7%80%EA%A6%A0%EA%A6%BA%EA%A6%B4%EA%A6%82%EA%A6%A5%EA%A6%BA%EA%A6%B4%EA%A6%B1%EA%A7%80%EA%A6%AA%EA%A6%BA%EA%A6%B4%EA%A6%92%EA%A6%BE%EA%A6%8F%EA%A6%82%EA%A6%A0%20Kantor%20Pos%20Yogyakarta/@-7.8014611,110.3652429,17z"
LAWSON ANGGAJAYA,-7.7557601,110.3965323,Lawson,"https://www.google.com/maps/search/LAWSON%20ANGGAJAYA/@-7.7557601,110.3965323,17z"
LAWSON HOSCOKROAMINOTO,-7.7982786,110.3522722,Lawson,"https://www.google.com/maps/search/LAWSON%20HOSCOKROAMINOTO/@-7.7982786,110.3522722,17z"
LAWSON KALIURANG,-7.7585896,110.3814702,Lawson,"https://www.google.com/maps/search/LAWSON%20KALIURANG/@-7.7585896,110.3814702,17z"
LAWSON LAKSDA ADISUCIPTO,-7.7830038,110.3901875,Lawson,"https://www.google.com/maps/search/LAWSON%20LAKSDA%20ADISUCIPTO/@-7.7830038,110.3901875,17z"
LAWSON MANGKUBUMI,-7.7878334,110.3663013,Lawson,"https://www.google.com/maps/search/LAWSON%20MANGKUBUMI/@-7.7878334,110.3663013,17z"
Lawson DR Soetomo - Yogyakarta,-7.7940123,110.3780203,Lawson,"https://www.google.com/maps/search/Lawson%20DR%20Soetomo%20-%20Yogyakarta/@-7.7940123,110.3780203,17z"
Lawson Dr. Wahidin,-7.786029,110.3788823,Lawson,"https://www.google.com/maps/search/Lawson%20Dr.%20Wahidin/@-7.786029,110.3788823,17z"
Lawson Garuda UMY,-7.8147428,110.3246363,Lawson,"https://www.google.com/maps/search/Lawson%20Garuda%20UMY/@-7.8147428,110.3246363,17z"
Lawson In Shop Perumnas II,-7.7670203,110.4055263,Lawson,"https://www.google.com/maps/search/Lawson%20In%20Shop%20Perumnas%20II/@-7.7670203,110.4055263,17z"
"Lawson Jln Magelang KM 5,5",-7.7560189,110.3618921,Lawson,"https://www.google.com/maps/search/Lawson%20Jln%20Magelang%20KM%205%2C5/@-7.7560189,110.3618921,17z"
Lawson Malioboro,-7.7929457,110.3657315,Lawson,"https://www.google.com/maps/search/Lawson%20Malioboro/@-7.7929457,110.3657315,17z"
Lawson Parangtritis,-7.8212405,110.3680522,Lawson,"https://www.google.com/maps/search/Lawson%20Parangtritis/@-7.8212405,110.3680522,17z"
Lawson Seturan,-7.7712988,110.4093932,Lawson,"https://www.google.com/maps/search/Lawson%20Seturan/@-7.7712988,110.4093932,17z"
Lawson Station Jakal,-7.6867694,110.4188306,Lawson,"https://www.google.com/maps/search/Lawson%20Station%20Jakal/@-7.6867694,110.4188306,17z"
Lawson kesehatan,-7.7704969,110.3727598,Lawson,"https://www.google.com/maps/search/Lawson%20kesehatan/@-7.7704969,110.3727598,17z"
Awi Gadai Gorongan,-7.7629093,110.4064044,Pegadaian,"https://www.google.com/maps/search/Awi%20Gadai%20Gorongan/@-7.7629093,110.4064044,17z"
Awi Gadai Moses,-7.7761227,110.3903897,Pegadaian,"https://www.google.com/maps/search/Awi%20Gadai%20Moses/@-7.7761227,110.3903897,17z"
Gadai Startech Seturan,-7.7678779,110.4002045,Pegadaian,"https://www.google.com/maps/search/Gadai%20Startech%20Seturan/@-7.7678779,110.4002045,17z"
Gadai Startech UGM,-7.7500252,110.3860448,Pegadaian,"https://www.google.com/maps/search/Gadai%20Startech%20UGM/@-7.7500252,110.3860448,17z"
Kantor Pegadaian Agen AmirGold,-7.7826683,110.3621296,Pegadaian,"https://www.google.com/maps/search/Kantor%20Pegadaian%20Agen%20AmirGold/@-7.7826683,110.3621296,17z"
Mahir Gadai Gowok,-7.7876551,110.3996365,Pegadaian,"https://www.google.com/maps/search/Mahir%20Gadai%20Gowok/@-7.7876551,110.3996365,17z"
PT PEGADAIAN CABANG KENTUNGAN,-7.743883,110.3896532,Pegadaian,"https://www.google.com/maps/search/PT%20PEGADAIAN%20CABANG%20KENTUNGAN/@-7.743883,110.3896532,17z"
Pegadaian,-7.7807283,110.3795332,Pegadaian,"https://www.google.com/maps/search/Pegadaian/@-7.7807283,110.3795332,17z"
Pegadaian Babarsari,-7.7739735,110.4133037,Pegadaian,"https://www.google.com/maps/search/Pegadaian%20Babarsari/@-7.7739735,110.4133037,17z"
Pegadaian Basen,-7.8229737,110.4004865,Pegadaian,"https://www.google.com/maps/search/Pegadaian%20Basen/@-7.8229737,110.4004865,17z"
Pegadaian Lempuyangan,-7.7932666,110.3726353,Pegadaian,"https://www.google.com/maps/search/Pegadaian%20Lempuyangan/@-7.7932666,110.3726353,17z"
Pegadaian Maguwo,-7.7836002,110.425309,Pegadaian,"https://www.google.com/maps/search/Pegadaian%20Maguwo/@-7.7836002,110.425309,17z"
Pegadaian Ngupasan,-7.7984751,110.3632819,Pegadaian,"https://www.google.com/maps/search/Pegadaian%20Ngupasan/@-7.7984751,110.3632819,17z"
Pegadaian Palagan,-7.7469621,110.3729463,Pegadaian,"https://www.google.com/maps/search/Pegadaian%20Palagan/@-7.7469621,110.3729463,17z"
Pegadaian Sentul,-7.8047452,110.3777276,Pegadaian,"https://www.google.com/maps/search/Pegadaian%20Sentul/@-7.8047452,110.3777276,17z"
Pegadaian Syariah Kusumanegara,-7.8018321,110.3871582,Pegadaian,"https://www.google.com/maps/search/Pegadaian%20Syariah%20Kusumanegara/@-7.8018321,110.3871582,17z"
Pegadaian Syariah Mlati,-7.7405116,110.3628825,Pegadaian,"https://www.google.com/maps/search/Pegadaian%20Syariah%20Mlati/@-7.7405116,110.3628825,17z"
Pegadaian Syariah Ngampilan,-7.7976796,110.3564233,Pegadaian,"https://www.google.com/maps/search/Pegadaian%20Syariah%20Ngampilan/@-7.7976796,110.3564233,17z"
Pegadaian Tambakmas,-7.7804452,110.3460433,Pegadaian,"https://www.google.com/maps/search/Pegadaian%20Tambakmas/@-7.7804452,110.3460433,17z"
Pegadaian Tugukulon,-7.7783585,110.3608967,Pegadaian,"https://www.google.com/maps/search/Pegadaian%20Tugukulon/@-7.7783585,110.3608967,17z"
Pegadaian UPC Cokroaminoto,-7.7871508,110.3525262,Pegadaian,"https://www.google.com/maps/search/Pegadaian%20UPC%20Cokroaminoto/@-7.7871508,110.3525262,17z"
Pegadaian UPC Condong Catur,-7.75603,110.3961467,Pegadaian,"https://www.google.com/maps/search/Pegadaian%20UPC%20Condong%20Catur/@-7.75603,110.3961467,17z"
Pegadaian UPC Gedongkuning,-7.8051782,110.4020543,Pegadaian,"https://www.google.com/maps/search/Pegadaian%20UPC%20Gedongkuning/@-7.8051782,110.4020543,17z"
Pegadaian UPC JANTI,-7.7986864,110.4110799,Pegadaian,"https://www.google.com/maps/search/Pegadaian%20UPC%20JANTI/@-7.7986864,110.4110799,17z"
Pegadaian UPC Lor Tvri,-7.7556974,110.361945,Pegadaian,"https://www.google.com/maps/search/Pegadaian%20UPC%20Lor%20Tvri/@-7.7556974,110.361945,17z"
Pegadaian UPC Monjali,-7.7663632,110.3692225,Pegadaian,"https://www.google.com/maps/search/Pegadaian%20UPC%20Monjali/@-7.7663632,110.3692225,17z"
Pegadaian UPC Pasar Demangan,-7.7803259,110.3883293,Pegadaian,"https://www.google.com/maps/search/Pegadaian%20UPC%20Pasar%20Demangan/@-7.7803259,110.3883293,17z"
Pegadaian UPC Pasar Kolombo,-7.7639484,110.3792373,Pegadaian,"https://www.google.com/maps/search/Pegadaian%20UPC%20Pasar%20Kolombo/@-7.7639484,110.3792373,17z"
Pegadaian UPC Timoho,-7.7896848,110.3933849,Pegadaian,"https://www.google.com/maps/search/Pegadaian%20UPC%20Timoho/@-7.7896848,110.3933849,17z"
Pegadaian UPS Terban,-7.7807884,110.3726152,Pegadaian,"https://www.google.com/maps/search/Pegadaian%20UPS%20Terban/@-7.7807884,110.3726152,17z"
Raja Gadai Jakal,-7.7573625,110.3819521,Pegadaian,"https://www.google.com/maps/search/Raja%20Gadai%20Jakal/@-7.7573625,110.3819521,17z"
Ria Gadai (Pegadaian),-7.7625603,110.4064743,Pegadaian,"https://www.google.com/maps/search/Ria%20Gadai%20%28Pegadaian%29/@-7.7625603,110.4064743,17z"
Branch Office Superindo Yogyakarta,-7.8241073,110.3684052,Superindo,"https://www.google.com/maps/search/Branch%20Office%20Superindo%20Yogyakarta/@-7.8241073,110.3684052,17z"
Pop Box Machine Superindo Kaliurang,-7.7526515,110.3848815,Superindo,"https://www.google.com/maps/search/Pop%20Box%20Machine%20Superindo%20Kaliurang/@-7.7526515,110.3848815,17z"
Super Indo Monjali,-7.7487713,110.3727329,Superindo,"https://www.google.com/maps/search/Super%20Indo%20Monjali/@-7.7487713,110.3727329,17z"
Super Indo Sleman City Hall,-7.7198931,110.361859,Superindo,"https://www.google.com/maps/search/Super%20Indo%20Sleman%20City%20Hall/@-7.7198931,110.361859,17z"
Super Indo Sonosewu,-7.806802,110.3417327,Superindo,"https://www.google.com/maps/search/Super%20Indo%20Sonosewu/@-7.806802,110.3417327,17z"
Super Indo XT Square,-7.8163494,110.3873007,Superindo,"https://www.google.com/maps/search/Super%20Indo%20XT%20Square/@-7.8163494,110.3873007,17z"
Superindo Dongkelan,-7.8205167,110.3556124,Superindo,"https://www.google.com/maps/search/Superindo%20Dongkelan/@-7.8205167,110.3556124,17z"
Superindo Godean,-7.782251,110.353273,Superindo,"https://www.google.com/maps/search/Superindo%20Godean/@-7.782251,110.353273,17z"
Superindo Kaliurang,-7.7527323,110.3849964,Superindo,"https://www.google.com/maps/search/Superindo%20Kaliurang/@-7.7527323,110.3849964,17z"
Superindo Parangtritis,-7.8242538,110.368067,Superindo,"https://www.google.com/maps/search/Superindo%20Parangtritis/@-7.8242538,110.368067,17z"
Superindo Perintis Kemerdekaan,-7.819164,110.396239,Superindo,"https://www.google.com/maps/search/Superindo%20Perintis%20Kemerdekaan/@-7.819164,110.396239,17z"
Superindo Seturan,-7.773062,110.409053,Superindo,"https://www.google.com/maps/search/Superindo%20Seturan/@-7.773062,110.409053,17z"
Superindo Sultan Agung,-7.8018125,110.3729006,Superindo,"https://www.google.com/maps/search/Superindo%20Sultan%20Agung/@-7.8018125,110.3729006,17z"
Superindo Urip Sumoharjo,-7.783433,110.3826,Superindo,"https://www.google.com/maps/search/Superindo%20Urip%20Sumoharjo/@-7.783433,110.3826,17z"
