name,latitude,longitude,search_query,gmaps_link
Circle K Sudirman Tugu,-7.7831107,110.3677611,Circle K,"https://www.google.com/maps/search/Circle%20K%20Sudirman%20Tugu/@-7.7831107,110.3677611,17z"
Circle K Taman Siswa 114,-7.8128049,110.3765287,Circle K,"https://www.google.com/maps/search/Circle%20K%20Taman%20Siswa%20114/@-7.8128049,110.3765287,17z"
Circle K Timoho 29B,-7.7904069,110.3933103,Circle K,"https://www.google.com/maps/search/Circle%20K%20Timoho%2029B/@-7.7904069,110.3933103,17z"
INDOMARET GLAGAHSARI 15,-7.803029,110.3889949,Indomaret,"https://www.google.com/maps/search/INDOMARET%20GLAGAHSARI%2015/@-7.803029,110.3889949,17z"
INDOMARET SETURAN 2,-7.7645866,110.4110312,Indomaret,"https://www.google.com/maps/search/INDOMARET%20SETURAN%202/@-7.7645866,110.4110312,17z"
INDOMARET WAHID HASYIM YOGYAKARTA,-7.8052598,110.3562532,Indomaret,"https://www.google.com/maps/search/INDOMARET%20WAHID%20HASYIM%20YOGYAKARTA/@-7.8052598,110.3562532,17z"
Indomaret,-7.819385,110.4014278,Indomaret,"https://www.google.com/maps/search/Indomaret/@-7.819385,110.4014278,17z"
Indomaret AM Sangaji 68,-7.7746236,110.3681655,Indomaret,"https://www.google.com/maps/search/Indomaret%20AM%20Sangaji%2068/@-7.7746236,110.3681655,17z"
Indomaret Affandi,-7.7600602,110.3950658,Indomaret,"https://www.google.com/maps/search/Indomaret%20Affandi/@-7.7600602,110.3950658,17z"
Indomaret Ahmad Dahlan,-7.8010731,110.3595053,Indomaret,"https://www.google.com/maps/search/Indomaret%20Ahmad%20Dahlan/@-7.8010731,110.3595053,17z"
Indomaret Anggajaya 3,-7.756703,110.3945303,Indomaret,"https://www.google.com/maps/search/Indomaret%20Anggajaya%203/@-7.756703,110.3945303,17z"
Indomaret Bantul,-7.8178152,110.3556567,Indomaret,"https://www.google.com/maps/search/Indomaret%20Bantul/@-7.8178152,110.3556567,17z"
Indomaret Bausasran,-7.7968614,110.3745958,Indomaret,"https://www.google.com/maps/search/Indomaret%20Bausasran/@-7.7968614,110.3745958,17z"
Indomaret Bhayangkara 24,-7.7996155,110.3622036,Indomaret,"https://www.google.com/maps/search/Indomaret%20Bhayangkara%2024/@-7.7996155,110.3622036,17z"
Indomaret Brigjen Katamso,-7.8071094,110.3694134,Indomaret,"https://www.google.com/maps/search/Indomaret%20Brigjen%20Katamso/@-7.8071094,110.3694134,17z"
Indomaret Bumijo(ꦆꦤ꧀ꦝꦺꦴꦩꦫꦺꦠ꧀ꦧꦸꦩꦶꦗꦺꦴ),-7.7857648,110.3630704,Indomaret,"https://www.google.com/maps/search/Indomaret%20Bumijo%28%EA%A6%86%EA%A6%A4%EA%A7%80%EA%A6%9D%EA%A6%BA%EA%A6%B4%EA%A6%A9%EA%A6%AB%EA%A6%BA%EA%A6%A0%EA%A7%80%EA%A6%A7%EA%A6%B8%EA%A6%A9%EA%A6%B6%EA%A6%97%EA%A6%BA%EA%A6%B4%29/@-7.7857648,110.3630704,17z"
Indomaret Cempaka 38,-7.7637464,110.3899001,Indomaret,"https://www.google.com/maps/search/Indomaret%20Cempaka%2038/@-7.7637464,110.3899001,17z"
Indomaret Cik Ditiro,-7.7804451,110.3754948,Indomaret,"https://www.google.com/maps/search/Indomaret%20Cik%20Ditiro/@-7.7804451,110.3754948,17z"
Indomaret Demangan Baru,-7.7792112,110.3923482,Indomaret,"https://www.google.com/maps/search/Indomaret%20Demangan%20Baru/@-7.7792112,110.3923482,17z"
Indomaret Dr. Sutomo,-7.7950015,110.3776822,Indomaret,"https://www.google.com/maps/search/Indomaret%20Dr.%20Sutomo/@-7.7950015,110.3776822,17z"
Indomaret Dusun Biru,-7.7658724,110.3441814,Indomaret,"https://www.google.com/maps/search/Indomaret%20Dusun%20Biru/@-7.7658724,110.3441814,17z"
Indomaret Empu Tantular,-7.7677051,110.3960665,Indomaret,"https://www.google.com/maps/search/Indomaret%20Empu%20Tantular/@-7.7677051,110.3960665,17z"
Indomaret Fresh Colombo,-7.7776055,110.3845495,Indomaret,"https://www.google.com/maps/search/Indomaret%20Fresh%20Colombo/@-7.7776055,110.3845495,17z"
Indomaret Fresh Dr. Sardjito Gondokusuman Yogyakarta,-7.7766915,110.3721566,Indomaret,"https://www.google.com/maps/search/Indomaret%20Fresh%20Dr.%20Sardjito%20Gondokusuman%20Yogyakarta/@-7.7766915,110.3721566,17z"
Indomaret Fresh Gejayan,-7.7702672,110.3901197,Indomaret,"https://www.google.com/maps/search/Indomaret%20Fresh%20Gejayan/@-7.7702672,110.3901197,17z"
Indomaret Fresh Pandega Marta,-7.7546316,110.3826079,Indomaret,"https://www.google.com/maps/search/Indomaret%20Fresh%20Pandega%20Marta/@-7.7546316,110.3826079,17z"
Indomaret Fresh Yos Sudarso Gondokusuman Yogyakarta,-7.7887545,110.3744669,Indomaret,"https://www.google.com/maps/search/Indomaret%20Fresh%20Yos%20Sudarso%20Gondokusuman%20Yogyakarta/@-7.7887545,110.3744669,17z"
Indomaret Godean Km 3,-7.7807303,110.3486906,Indomaret,"https://www.google.com/maps/search/Indomaret%20Godean%20Km%203/@-7.7807303,110.3486906,17z"
Indomaret Gondokusuman,-7.7975211,110.3794179,Indomaret,"https://www.google.com/maps/search/Indomaret%20Gondokusuman/@-7.7975211,110.3794179,17z"
Indomaret HOS Cokroaminoto,-7.7944705,110.3532516,Indomaret,"https://www.google.com/maps/search/Indomaret%20HOS%20Cokroaminoto/@-7.7944705,110.3532516,17z"
Indomaret HOS Cokroaminoto 209,-7.7846202,110.3524377,Indomaret,"https://www.google.com/maps/search/Indomaret%20HOS%20Cokroaminoto%20209/@-7.7846202,110.3524377,17z"
Indomaret Hayam Wuruk,-7.7955446,110.3726993,Indomaret,"https://www.google.com/maps/search/Indomaret%20Hayam%20Wuruk/@-7.7955446,110.3726993,17z"
Indomaret Hybrid Kusumanegara,-7.801813,110.3896269,Indomaret,"https://www.google.com/maps/search/Indomaret%20Hybrid%20Kusumanegara/@-7.801813,110.3896269,17z"
Indomaret Ipda Tut Harsono 2,-7.7979025,110.3926702,Indomaret,"https://www.google.com/maps/search/Indomaret%20Ipda%20Tut%20Harsono%202/@-7.7979025,110.3926702,17z"
Indomaret Jakal no.8 (FD4W),-7.7634681,110.3796588,Indomaret,"https://www.google.com/maps/search/Indomaret%20Jakal%20no.8%20%28FD4W%29/@-7.7634681,110.3796588,17z"
Indomaret Jetis,-7.7807267,110.3610482,Indomaret,"https://www.google.com/maps/search/Indomaret%20Jetis/@-7.7807267,110.3610482,17z"
Indomaret Jl Magelang No 77,-7.7766337,110.3609552,Indomaret,"https://www.google.com/maps/search/Indomaret%20Jl%20Magelang%20No%2077/@-7.7766337,110.3609552,17z"
Indomaret Jl. Mojo,-7.7899635,110.3865321,Indomaret,"https://www.google.com/maps/search/Indomaret%20Jl.%20Mojo/@-7.7899635,110.3865321,17z"
Indomaret Jl. Urip Sumoharjo,-7.7828836,110.3831738,Indomaret,"https://www.google.com/maps/search/Indomaret%20Jl.%20Urip%20Sumoharjo/@-7.7828836,110.3831738,17z"
Indomaret Kaliurang 2,-7.7598929,110.3808329,Indomaret,"https://www.google.com/maps/search/Indomaret%20Kaliurang%202/@-7.7598929,110.3808329,17z"
Indomaret Katamso (Barat Jalan),-7.8078211,110.3690057,Indomaret,"https://www.google.com/maps/search/Indomaret%20Katamso%20%28Barat%20Jalan%29/@-7.8078211,110.3690057,17z"
Indomaret Kentungan,-7.7512123,110.3852921,Indomaret,"https://www.google.com/maps/search/Indomaret%20Kentungan/@-7.7512123,110.3852921,17z"
Indomaret Kricak,-7.7748549,110.3610544,Indomaret,"https://www.google.com/maps/search/Indomaret%20Kricak/@-7.7748549,110.3610544,17z"
Indomaret Laksda Adisucipto,-7.7830064,110.3915392,Indomaret,"https://www.google.com/maps/search/Indomaret%20Laksda%20Adisucipto/@-7.7830064,110.3915392,17z"
Indomaret MT. Haryono,-7.8137486,110.359225,Indomaret,"https://www.google.com/maps/search/Indomaret%20MT.%20Haryono/@-7.8137486,110.359225,17z"
Indomaret Magelang KM4.7,-7.7651473,110.3615663,Indomaret,"https://www.google.com/maps/search/Indomaret%20Magelang%20KM4.7/@-7.7651473,110.3615663,17z"
Indomaret Maguwo,-7.8027798,110.4153654,Indomaret,"https://www.google.com/maps/search/Indomaret%20Maguwo/@-7.8027798,110.4153654,17z"
Indomaret Mangkubumi,-7.7877368,110.3663443,Indomaret,"https://www.google.com/maps/search/Indomaret%20Mangkubumi/@-7.7877368,110.3663443,17z"
Indomaret Mangkubumi No. 57,-7.7862111,110.3667976,Indomaret,"https://www.google.com/maps/search/Indomaret%20Mangkubumi%20No.%2057/@-7.7862111,110.3667976,17z"
Indomaret Mataram 30,-7.7955729,110.3691506,Indomaret,"https://www.google.com/maps/search/Indomaret%20Mataram%2030/@-7.7955729,110.3691506,17z"
Indomaret Menteri Supeno Yogyakarta,-7.8161861,110.3813306,Indomaret,"https://www.google.com/maps/search/Indomaret%20Menteri%20Supeno%20Yogyakarta/@-7.8161861,110.3813306,17z"
Indomaret Monjali 63A,-7.7563937,110.3699445,Indomaret,"https://www.google.com/maps/search/Indomaret%20Monjali%2063A/@-7.7563937,110.3699445,17z"
Indomaret Nandan,-7.7513272,110.3730521,Indomaret,"https://www.google.com/maps/search/Indomaret%20Nandan/@-7.7513272,110.3730521,17z"
Indomaret Nogorojo 197,-7.7868962,110.3996892,Indomaret,"https://www.google.com/maps/search/Indomaret%20Nogorojo%20197/@-7.7868962,110.3996892,17z"
Indomaret Pakualaman,-7.8009104,110.3729619,Indomaret,"https://www.google.com/maps/search/Indomaret%20Pakualaman/@-7.8009104,110.3729619,17z"
Indomaret Palagan 63,-7.7456833,110.3734356,Indomaret,"https://www.google.com/maps/search/Indomaret%20Palagan%2063/@-7.7456833,110.3734356,17z"
Indomaret Palagann,-7.7369867,110.3768482,Indomaret,"https://www.google.com/maps/search/Indomaret%20Palagann/@-7.7369867,110.3768482,17z"
Indomaret Pangeran Diponegoro Sleman,-7.7694686,110.4386305,Indomaret,"https://www.google.com/maps/search/Indomaret%20Pangeran%20Diponegoro%20Sleman/@-7.7694686,110.4386305,17z"
Indomaret Papringan,-7.7818568,110.3957658,Indomaret,"https://www.google.com/maps/search/Indomaret%20Papringan/@-7.7818568,110.3957658,17z"
Indomaret Parangtritis,-7.8263465,110.3676591,Indomaret,"https://www.google.com/maps/search/Indomaret%20Parangtritis/@-7.8263465,110.3676591,17z"
Indomaret Perumnas Mundu,-7.7747326,110.4046268,Indomaret,"https://www.google.com/maps/search/Indomaret%20Perumnas%20Mundu/@-7.7747326,110.4046268,17z"
Indomaret Perumnas Sleman,-7.7662306,110.4058231,Indomaret,"https://www.google.com/maps/search/Indomaret%20Perumnas%20Sleman/@-7.7662306,110.4058231,17z"
Indomaret Piere Tendean,-7.8043985,110.3509749,Indomaret,"https://www.google.com/maps/search/Indomaret%20Piere%20Tendean/@-7.8043985,110.3509749,17z"
Indomaret Point Malioboro,-7.7913762,110.3658789,Indomaret,"https://www.google.com/maps/search/Indomaret%20Point%20Malioboro/@-7.7913762,110.3658789,17z"
Indomaret Point Malioboro 2,-7.7935772,110.3655675,Indomaret,"https://www.google.com/maps/search/Indomaret%20Point%20Malioboro%202/@-7.7935772,110.3655675,17z"
Indomaret Point Stasiun Lempuyangan,-7.7901863,110.3763982,Indomaret,"https://www.google.com/maps/search/Indomaret%20Point%20Stasiun%20Lempuyangan/@-7.7901863,110.3763982,17z"
Indomaret Point Stasiun Tugu,-7.7896644,110.3631887,Indomaret,"https://www.google.com/maps/search/Indomaret%20Point%20Stasiun%20Tugu/@-7.7896644,110.3631887,17z"
Indomaret Prawirotaman,-7.8158017,110.3684827,Indomaret,"https://www.google.com/maps/search/Indomaret%20Prawirotaman/@-7.8158017,110.3684827,17z"
Indomaret Pringgodani,-7.7741848,110.3936482,Indomaret,"https://www.google.com/maps/search/Indomaret%20Pringgodani/@-7.7741848,110.3936482,17z"
Indomaret Prof DR Yohanes,-7.7786186,110.3796159,Indomaret,"https://www.google.com/maps/search/Indomaret%20Prof%20DR%20Yohanes/@-7.7786186,110.3796159,17z"
Indomaret RR 99,-7.7582408,110.3375897,Indomaret,"https://www.google.com/maps/search/Indomaret%20RR%2099/@-7.7582408,110.3375897,17z"
Indomaret Rejowinangun,-7.8107263,110.3988775,Indomaret,"https://www.google.com/maps/search/Indomaret%20Rejowinangun/@-7.8107263,110.3988775,17z"
Indomaret Ring Road Utara Gondangan,-7.7714647,110.4311504,Indomaret,"https://www.google.com/maps/search/Indomaret%20Ring%20Road%20Utara%20Gondangan/@-7.7714647,110.4311504,17z"
Indomaret Santren Gejayan,-7.7678853,110.3913365,Indomaret,"https://www.google.com/maps/search/Indomaret%20Santren%20Gejayan/@-7.7678853,110.3913365,17z"
Indomaret Soragan,-7.7897206,110.3482093,Indomaret,"https://www.google.com/maps/search/Indomaret%20Soragan/@-7.7897206,110.3482093,17z"
Indomaret Sugeng Jeroni,-7.8127844,110.3540903,Indomaret,"https://www.google.com/maps/search/Indomaret%20Sugeng%20Jeroni/@-7.8127844,110.3540903,17z"
Indomaret Sukoharjo,-7.7518305,110.3983933,Indomaret,"https://www.google.com/maps/search/Indomaret%20Sukoharjo/@-7.7518305,110.3983933,17z"
Indomaret Tegal Waras,-7.7370728,110.3717023,Indomaret,"https://www.google.com/maps/search/Indomaret%20Tegal%20Waras/@-7.7370728,110.3717023,17z"
Indomaret Tentara Rakyat Mataram,-7.7862124,110.3574453,Indomaret,"https://www.google.com/maps/search/Indomaret%20Tentara%20Rakyat%20Mataram/@-7.7862124,110.3574453,17z"
Indomaret Timoho,-7.7901712,110.3935776,Indomaret,"https://www.google.com/maps/search/Indomaret%20Timoho/@-7.7901712,110.3935776,17z"
Indomaret Titi Bumi,-7.7841273,110.3420966,Indomaret,"https://www.google.com/maps/search/Indomaret%20Titi%20Bumi/@-7.7841273,110.3420966,17z"
Indomaret Tunjung Baru,-7.7940182,110.3794583,Indomaret,"https://www.google.com/maps/search/Indomaret%20Tunjung%20Baru/@-7.7940182,110.3794583,17z"
Indomaret Wahid Hasyim,-7.7674671,110.402645,Indomaret,"https://www.google.com/maps/search/Indomaret%20Wahid%20Hasyim/@-7.7674671,110.402645,17z"
Indomaret Wahidin No 60,-7.7837964,110.3792448,Indomaret,"https://www.google.com/maps/search/Indomaret%20Wahidin%20No%2060/@-7.7837964,110.3792448,17z"
Indomaret Yohanes 1102,-7.7810907,110.3794635,Indomaret,"https://www.google.com/maps/search/Indomaret%20Yohanes%201102/@-7.7810907,110.3794635,17z"
Indomaret Yudonegaran,-7.8034713,110.3674512,Indomaret,"https://www.google.com/maps/search/Indomaret%20Yudonegaran/@-7.8034713,110.3674512,17z"
Kantor Indomart Yogyakarta,-7.7585373,110.3375904,Indomaret,"https://www.google.com/maps/search/Kantor%20Indomart%20Yogyakarta/@-7.7585373,110.3375904,17z"
Agen Kantor Pos Wirogunan,-7.8059855,110.3776565,Kantor Pos,"https://www.google.com/maps/search/Agen%20Kantor%20Pos%20Wirogunan/@-7.8059855,110.3776565,17z"
Agen Pos Karangwaru,-7.7699331,110.3616476,Kantor Pos,"https://www.google.com/maps/search/Agen%20Pos%20Karangwaru/@-7.7699331,110.3616476,17z"
Agen Pos Makmur,-7.77355,110.400702,Kantor Pos,"https://www.google.com/maps/search/Agen%20Pos%20Makmur/@-7.77355,110.400702,17z"
Agen Pos Pendowo Sleman,-7.7265473,110.3658913,Kantor Pos,"https://www.google.com/maps/search/Agen%20Pos%20Pendowo%20Sleman/@-7.7265473,110.3658913,17z"
Agenpos Dayu,-7.797068,110.370527,Kantor Pos,"https://www.google.com/maps/search/Agenpos%20Dayu/@-7.797068,110.370527,17z"
Agenpos Kuncen,-7.7969903,110.3522453,Kantor Pos,"https://www.google.com/maps/search/Agenpos%20Kuncen/@-7.7969903,110.3522453,17z"
Agenpos Postshop Indomart Yk Gondomaman,-7.8055358,110.3703498,Kantor Pos,"https://www.google.com/maps/search/Agenpos%20Postshop%20Indomart%20Yk%20Gondomaman/@-7.8055358,110.3703498,17z"
EKS KANTOR POS KR,-7.7856911,110.3666081,Kantor Pos,"https://www.google.com/maps/search/EKS%20KANTOR%20POS%20KR/@-7.7856911,110.3666081,17z"
KANTOR POS BABARSARI,-7.7769659,110.415077,Kantor Pos,"https://www.google.com/maps/search/KANTOR%20POS%20BABARSARI/@-7.7769659,110.415077,17z"
KANTOR POS MANCASAN,-7.7618019,110.41314,Kantor Pos,"https://www.google.com/maps/search/KANTOR%20POS%20MANCASAN/@-7.7618019,110.41314,17z"
KANTOR POS SEMAKI,-7.7975611,110.3808828,Kantor Pos,"https://www.google.com/maps/search/KANTOR%20POS%20SEMAKI/@-7.7975611,110.3808828,17z"
KANTOR POS TAHUNAN,-7.8041233,110.3868223,Kantor Pos,"https://www.google.com/maps/search/KANTOR%20POS%20TAHUNAN/@-7.8041233,110.3868223,17z"
KANTOR POS TAMANAN,-7.839932,110.3916745,Kantor Pos,"https://www.google.com/maps/search/KANTOR%20POS%20TAMANAN/@-7.839932,110.3916745,17z"
KANTOR POS WONOCATUR,-7.8128412,110.4095295,Kantor Pos,"https://www.google.com/maps/search/KANTOR%20POS%20WONOCATUR/@-7.8128412,110.4095295,17z"
KANTOR POS YOGYAKARTA PINGIT 55231U,-7.7916435,110.3545016,Kantor Pos,"https://www.google.com/maps/search/KANTOR%20POS%20YOGYAKARTA%20PINGIT%2055231U/@-7.7916435,110.3545016,17z"
Kantor Mail Processing Center Yogyakarta 55400,-7.749921,110.377736,Kantor Pos,"https://www.google.com/maps/search/Kantor%20Mail%20Processing%20Center%20Yogyakarta%2055400/@-7.749921,110.377736,17z"
Kantor Pos,-7.8129267,110.3871248,Kantor Pos,"https://www.google.com/maps/search/Kantor%20Pos/@-7.8129267,110.3871248,17z"
Kantor Pos AKAKOM,-7.7942849,110.4082285,Kantor Pos,"https://www.google.com/maps/search/Kantor%20Pos%20AKAKOM/@-7.7942849,110.4082285,17z"
Kantor Pos Agen Tamantirto,-7.8151587,110.3279026,Kantor Pos,"https://www.google.com/maps/search/Kantor%20Pos%20Agen%20Tamantirto/@-7.8151587,110.3279026,17z"
Kantor Pos Airport,-7.7837507,110.4385724,Kantor Pos,"https://www.google.com/maps/search/Kantor%20Pos%20Airport/@-7.7837507,110.4385724,17z"
Kantor Pos Baciro,-7.7914887,110.3844502,Kantor Pos,"https://www.google.com/maps/search/Kantor%20Pos%20Baciro/@-7.7914887,110.3844502,17z"
Kantor Pos Banguntapan,-7.8196863,110.4158324,Kantor Pos,"https://www.google.com/maps/search/Kantor%20Pos%20Banguntapan/@-7.8196863,110.4158324,17z"
Kantor Pos Banyuraden,-7.7782525,110.335927,Kantor Pos,"https://www.google.com/maps/search/Kantor%20Pos%20Banyuraden/@-7.7782525,110.335927,17z"
Kantor Pos Besar Yogyakarta,-7.8016265,110.365139,Kantor Pos,"https://www.google.com/maps/search/Kantor%20Pos%20Besar%20Yogyakarta/@-7.8016265,110.365139,17z"
Kantor Pos Besi Raya Sedan,-7.7431402,110.374004,Kantor Pos,"https://www.google.com/maps/search/Kantor%20Pos%20Besi%20Raya%20Sedan/@-7.7431402,110.374004,17z"
Kantor Pos Bulaksumur UGM,-7.7755968,110.37249,Kantor Pos,"https://www.google.com/maps/search/Kantor%20Pos%20Bulaksumur%20UGM/@-7.7755968,110.37249,17z"
Kantor Pos Cebongan,-7.733001,110.336579,Kantor Pos,"https://www.google.com/maps/search/Kantor%20Pos%20Cebongan/@-7.733001,110.336579,17z"
Kantor Pos Condongcatur,-7.7542818,110.4054063,Kantor Pos,"https://www.google.com/maps/search/Kantor%20Pos%20Condongcatur/@-7.7542818,110.4054063,17z"
Kantor Pos Danurejan,-7.7933449,110.3725269,Kantor Pos,"https://www.google.com/maps/search/Kantor%20Pos%20Danurejan/@-7.7933449,110.3725269,17z"
Kantor Pos Druwo,-7.8353531,110.3660085,Kantor Pos,"https://www.google.com/maps/search/Kantor%20Pos%20Druwo/@-7.8353531,110.3660085,17z"
Kantor Pos Godean,-7.7653759,110.2878894,Kantor Pos,"https://www.google.com/maps/search/Kantor%20Pos%20Godean/@-7.7653759,110.2878894,17z"
Kantor Pos Gondokusuman,-7.7847094,110.3883195,Kantor Pos,"https://www.google.com/maps/search/Kantor%20Pos%20Gondokusuman/@-7.7847094,110.3883195,17z"
Kantor Pos Gondomanan,-7.8003778,110.3694278,Kantor Pos,"https://www.google.com/maps/search/Kantor%20Pos%20Gondomanan/@-7.8003778,110.3694278,17z"
Kantor Pos Jakal Yogyakarta - Pengiriman Dalam & Luar Negeri,-7.7482983,110.3871323,Kantor Pos,"https://www.google.com/maps/search/Kantor%20Pos%20Jakal%20Yogyakarta%20-%20Pengiriman%20Dalam%20%26%20Luar%20Negeri/@-7.7482983,110.3871323,17z"
Kantor Pos Karanglo,-7.8281443,110.4064896,Kantor Pos,"https://www.google.com/maps/search/Kantor%20Pos%20Karanglo/@-7.8281443,110.4064896,17z"
Kantor Pos Katamso,-7.810621,110.36883,Kantor Pos,"https://www.google.com/maps/search/Kantor%20Pos%20Katamso/@-7.810621,110.36883,17z"
Kantor Pos Kemusuk,-7.7906122,110.278122,Kantor Pos,"https://www.google.com/maps/search/Kantor%20Pos%20Kemusuk/@-7.7906122,110.278122,17z"
Kantor Pos Ketandan,-7.8128483,110.4095257,Kantor Pos,"https://www.google.com/maps/search/Kantor%20Pos%20Ketandan/@-7.8128483,110.4095257,17z"
Kantor Pos Kronggahan,-7.7402571,110.3499006,Kantor Pos,"https://www.google.com/maps/search/Kantor%20Pos%20Kronggahan/@-7.7402571,110.3499006,17z"
Kantor Pos Lempuyangan,-7.7931229,110.3781947,Kantor Pos,"https://www.google.com/maps/search/Kantor%20Pos%20Lempuyangan/@-7.7931229,110.3781947,17z"
Kantor Pos Maguwo,-7.8044909,110.4159085,Kantor Pos,"https://www.google.com/maps/search/Kantor%20Pos%20Maguwo/@-7.8044909,110.4159085,17z"
Kantor Pos Mantap (Shipper Bausasran),-7.842783,110.374176,Kantor Pos,"https://www.google.com/maps/search/Kantor%20Pos%20Mantap%20%28Shipper%20Bausasran%29/@-7.842783,110.374176,17z"
Kantor Pos Mantrijeron,-7.8176796,110.3554973,Kantor Pos,"https://www.google.com/maps/search/Kantor%20Pos%20Mantrijeron/@-7.8176796,110.3554973,17z"
Kantor Pos Margo Utomo,-7.785691,110.3668705,Kantor Pos,"https://www.google.com/maps/search/Kantor%20Pos%20Margo%20Utomo/@-7.785691,110.3668705,17z"
Kantor Pos Mergangsan,-7.8157941,110.3732692,Kantor Pos,"https://www.google.com/maps/search/Kantor%20Pos%20Mergangsan/@-7.8157941,110.3732692,17z"
Kantor Pos Milfindo II,-7.7717833,110.407852,Kantor Pos,"https://www.google.com/maps/search/Kantor%20Pos%20Milfindo%20II/@-7.7717833,110.407852,17z"
Kantor Pos Mlangi,-7.7673673,110.3364781,Kantor Pos,"https://www.google.com/maps/search/Kantor%20Pos%20Mlangi/@-7.7673673,110.3364781,17z"
Kantor Pos Muja-Muju,-7.8007921,110.3955881,Kantor Pos,"https://www.google.com/maps/search/Kantor%20Pos%20Muja-Muju/@-7.8007921,110.3955881,17z"
Kantor Pos Munggur,-7.7737991,110.3178346,Kantor Pos,"https://www.google.com/maps/search/Kantor%20Pos%20Munggur/@-7.7737991,110.3178346,17z"
Kantor Pos Ngasem,-7.8067055,110.3601228,Kantor Pos,"https://www.google.com/maps/search/Kantor%20Pos%20Ngasem/@-7.8067055,110.3601228,17z"
Kantor Pos Nitikan Velocity,-7.8187103,110.3830589,Kantor Pos,"https://www.google.com/maps/search/Kantor%20Pos%20Nitikan%20Velocity/@-7.8187103,110.3830589,17z"
Kantor Pos Pusat Yogyakarta,-7.8013672,110.3647568,Kantor Pos,"https://www.google.com/maps/search/Kantor%20Pos%20Pusat%20Yogyakarta/@-7.8013672,110.3647568,17z"
Kantor Pos Rajawali,-7.7801011,110.3455697,Kantor Pos,"https://www.google.com/maps/search/Kantor%20Pos%20Rajawali/@-7.7801011,110.3455697,17z"
Kantor Pos Sinduadi,-7.7619883,110.3655327,Kantor Pos,"https://www.google.com/maps/search/Kantor%20Pos%20Sinduadi/@-7.7619883,110.3655327,17z"
Kantor Pos Sleman,-7.697691,110.3470855,Kantor Pos,"https://www.google.com/maps/search/Kantor%20Pos%20Sleman/@-7.697691,110.3470855,17z"
Kantor Pos Sonosewu,-7.8068635,110.3429477,Kantor Pos,"https://www.google.com/maps/search/Kantor%20Pos%20Sonosewu/@-7.8068635,110.3429477,17z"
Kantor Pos Soragan,-7.786541,110.3486112,Kantor Pos,"https://www.google.com/maps/search/Kantor%20Pos%20Soragan/@-7.786541,110.3486112,17z"
Kantor Pos Sorowajan Baru,-7.791301,110.398288,Kantor Pos,"https://www.google.com/maps/search/Kantor%20Pos%20Sorowajan%20Baru/@-7.791301,110.398288,17z"
Kantor Pos Suryodiningratan,-7.8176872,110.3571221,Kantor Pos,"https://www.google.com/maps/search/Kantor%20Pos%20Suryodiningratan/@-7.8176872,110.3571221,17z"
Kantor Pos Tamansiswa,-7.8118943,110.3779185,Kantor Pos,"https://www.google.com/maps/search/Kantor%20Pos%20Tamansiswa/@-7.8118943,110.3779185,17z"
Kantor Pos Yogyakarta Kotagede,-7.8274295,110.4004999,Kantor Pos,"https://www.google.com/maps/search/Kantor%20Pos%20Yogyakarta%20Kotagede/@-7.8274295,110.4004999,17z"
Kantor Pos Yogyakarta Krapyak,-7.8272243,110.3673159,Kantor Pos,"https://www.google.com/maps/search/Kantor%20Pos%20Yogyakarta%20Krapyak/@-7.8272243,110.3673159,17z"
Kantor Pos flyover Lempuyangan,-7.7903727,110.3782101,Kantor Pos,"https://www.google.com/maps/search/Kantor%20Pos%20flyover%20Lempuyangan/@-7.7903727,110.3782101,17z"
Kantor Pospay,-7.7855384,110.3792864,Kantor Pos,"https://www.google.com/maps/search/Kantor%20Pospay/@-7.7855384,110.3792864,17z"
Kantor pos Sewon,-7.8554855,110.3564698,Kantor Pos,"https://www.google.com/maps/search/Kantor%20pos%20Sewon/@-7.8554855,110.3564698,17z"
Kantor pos kadipiro,-7.7995745,110.3470008,Kantor Pos,"https://www.google.com/maps/search/Kantor%20pos%20kadipiro/@-7.7995745,110.3470008,17z"
Kantorpos Berbah,-7.8049404,110.4430507,Kantor Pos,"https://www.google.com/maps/search/Kantorpos%20Berbah/@-7.8049404,110.4430507,17z"
Kantorpos Kasihan,-7.8279707,110.3451858,Kantor Pos,"https://www.google.com/maps/search/Kantorpos%20Kasihan/@-7.8279707,110.3451858,17z"
Kantorpos Wirobrajan,-7.8053543,110.350049,Kantor Pos,"https://www.google.com/maps/search/Kantorpos%20Wirobrajan/@-7.8053543,110.350049,17z"
Kantorpos Yogyakarta Gondolayu,-7.7826828,110.3700942,Kantor Pos,"https://www.google.com/maps/search/Kantorpos%20Yogyakarta%20Gondolayu/@-7.7826828,110.3700942,17z"
Kantorpos Yogyakarta Mlati,-7.7396906,110.3624098,Kantor Pos,"https://www.google.com/maps/search/Kantorpos%20Yogyakarta%20Mlati/@-7.7396906,110.3624098,17z"
Kantorpos Yogyakarta Tegalrejo,-7.7722195,110.359964,Kantor Pos,"https://www.google.com/maps/search/Kantorpos%20Yogyakarta%20Tegalrejo/@-7.7722195,110.359964,17z"
Mandiri KF Yogyakarta Kantor Pos,-7.8016836,110.3649126,Kantor Pos,"https://www.google.com/maps/search/Mandiri%20KF%20Yogyakarta%20Kantor%20Pos/@-7.8016836,110.3649126,17z"
