Kecamatan;Kelurahan;latitude;longitude;street_name;search_query;gmaps_link;location_name_maps;location_name_structured
Amuntai Utara;Pamintangan;-2.413193;115.2173086;H7P3+P8H, Unnamed Road, Pamintangan, Kec. Amuntai Utara, Kabupaten Hulu Sungai Utara, Kalimantan Selatan 71471;Kantor Kelurahan Pamintangan Amuntai Utara, Kalimantan Selatan;https://www.google.com/maps?q=-2.413193,115.2173086;Kantor Kepala Desa Pamintangan;Gedung_Kelurahan_Pamintangan
Amuntai Utara;Pakacangan;-2.4121363;115.2236692;H7Q5+4VW, Pakacangan, Kec. Amuntai Utara, Kabupaten Hulu Sungai Utara, Kalimantan Selatan 71471;Kantor Kelurahan Pakacangan Amuntai Utara, Kalimantan Selatan;https://www.google.com/maps?q=-2.4121363,115.2236692;Kantor Kepala Desa Pakacangan;Gedung_Kelurahan_Pakacangan
Amuntai Utara;Cakeru;-2.3806121;115.2596343;J79W+Q73, Tlk. Daun, Kec. Amuntai Utara, Kabupaten Hulu Sungai Utara, Kalimantan Selatan 71471;Kantor Kelurahan Cakeru Amuntai Utara, Kalimantan Selatan;https://www.google.com/maps?q=-2.3806121,115.2596343;Kantor Camat Amuntai Utara;Gedung_Kelurahan_Cakeru
Amuntai Utara;Pakapuran;-2.4066164;115.2386405;;Kantor Kelurahan Pakapuran Amuntai Utara, Kalimantan Selatan;https://www.google.com/maps?q=-2.4066164,115.2386405;Pakapuran;Gedung_Kelurahan_Pakapuran
Amuntai Utara;Panangkalaan;-2.400358;115.2268954;H7X7+V54, Unnamed Road, Panangkalaan, Kec. Amuntai Utara, Kabupaten Hulu Sungai Utara, Kalimantan Selatan 71471;Kantor Kelurahan Panangkalaan Amuntai Utara, Kalimantan Selatan;https://www.google.com/maps?q=-2.400358,115.2268954;Kantor Kepala Desa Panangkalaan;Gedung_Kelurahan_Panangkalaan
Amuntai Utara;Panangkalaan Hulu;-2.400358;115.2268954;H7X7+V54, Unnamed Road, Panangkalaan, Kec. Amuntai Utara, Kabupaten Hulu Sungai Utara, Kalimantan Selatan 71471;Kantor Kelurahan Panangkalaan Hulu Amuntai Utara, Kalimantan Selatan;https://www.google.com/maps?q=-2.400358,115.2268954;Kantor Kepala Desa Panangkalaan;Gedung_Kelurahan_Panangkalaan_Hulu
Amuntai Utara;Padang Basar Hilir;-2.3999383;115.2276147;J727+2FF, Padang Basar Hilir, Kec. Amuntai Utara, Kabupaten Hulu Sungai Utara, Kalimantan Selatan 71471;Kantor Kelurahan Padang Basar Hilir Amuntai Utara, Kalimantan Selatan;https://www.google.com/maps?q=-2.3999383,115.2276147;Kantor Kepala Desa Padang Basar Hilir;Gedung_Kelurahan_Padang_Basar_Hilir
Amuntai Utara;Padang Basar;-2.392236;115.2360698;J75C+4R5, Unnamed Road, Padang Basar, Kec. Amuntai Utara, Kabupaten Hulu Sungai Utara, Kalimantan Selatan 71471;Kantor Kelurahan Padang Basar Amuntai Utara, Kalimantan Selatan;https://www.google.com/maps?q=-2.392236,115.2360698;Kantor Kepala Desa Padang Basar;Gedung_Kelurahan_Padang_Basar
Amuntai Utara;Murung Karangan;-2.3902992;115.2447608;J75J+V8M, Murung Karangan, Kec. Amuntai Utara, Kabupaten Hulu Sungai Utara, Kalimantan Selatan 71471;Kantor Kelurahan Murung Karangan Amuntai Utara, Kalimantan Selatan;https://www.google.com/maps?q=-2.3902992,115.2447608;Kantor Kepala Desa Murung Karangan;Gedung_Kelurahan_Murung_Karangan
Amuntai Utara;Panangian;-3.32;115.44;Panangian, Kec. Amuntai Utara, Kabupaten Hulu Sungai Utara, Kalimantan Selatan 71471;Kantor Kelurahan Panangian Amuntai Utara, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Desa Panangian;Gedung_Kelurahan_Panangian
Amuntai Utara;Kamayahan;-3.32;115.44;J77V+WRJ, Unnamed Road, Kamayahan, Kec. Amuntai Utara, Kabupaten Hulu Sungai Utara, Kalimantan Selatan 71471;Kantor Kelurahan Kamayahan Amuntai Utara, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Kepala Desa Kamayahan;Gedung_Kelurahan_Kamayahan
Amuntai Utara;Teluk Daun;-3.32;115.44;J79V+CR9, Jl. Amuntai - Kelua, Tlk. Daun, Kec. Amuntai Utara, Kabupaten Hulu Sungai Utara, Kalimantan Selatan 71471;Kantor Kelurahan Teluk Daun Amuntai Utara, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Desa Teluk Daun;Gedung_Kelurahan_Teluk_Daun
Amuntai Utara;Kuangan;-3.32;115.44;J76H+7QM, Jl. Amuntai - Kelua, Kuangan, Kec. Amuntai Utara, Kabupaten Hulu Sungai Utara, Kalimantan Selatan 71471;Kantor Kelurahan Kuangan Amuntai Utara, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Kepala Desa Kuangan;Gedung_Kelurahan_Kuangan
Amuntai Utara;Sungai Turak;-2.3791633;115.2408233;J7CG+8PQ, Unnamed Road, Sungai Turak, Kec. Amuntai Utara, Kabupaten Hulu Sungai Utara, Kalimantan Selatan 71471;Kantor Kelurahan Sungai Turak Amuntai Utara, Kalimantan Selatan;https://www.google.com/maps?q=-2.3791633,115.2408233;Kantor Kepala Desa Sungai Turak;Gedung_Kelurahan_Sungai_Turak
Amuntai Utara;Telaga Bamban;-3.32;115.44;J78C+HHF, Unnamed Rd, Telaga Bamban, Kec. Amuntai Utara, Kabupaten Hulu Sungai Utara, Kalimantan Selatan 71471;Kantor Kelurahan Telaga Bamban Amuntai Utara, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Desa Telaga Bamban;Gedung_Kelurahan_Telaga_Bamban
Amuntai Utara;Tabalong Mati;-3.32;115.44;JL. Desa No.RT 01, Tabalong Mati, Kec. Amuntai Utara, Kabupaten Hulu Sungai Utara, Kalimantan Selatan 71471;Kantor Kelurahan Tabalong Mati Amuntai Utara, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Desa Tabalong Mati;Gedung_Kelurahan_Tabalong_Mati
Amuntai Utara;Sungai Turak Dalam;-2.3663419;115.2458618;J7MJ+GMF, Jl. Sungai Durian, Sungai Turak Dalam, Kec. Amuntai Utara, Kabupaten Hulu Sungai Utara, Kalimantan Selatan 71471;Kantor Kelurahan Sungai Turak Dalam Amuntai Utara, Kalimantan Selatan;https://www.google.com/maps?q=-2.3663419,115.2458618;Kantor Kepala Desa Sungai Turak Dalam;Gedung_Kelurahan_Sungai_Turak_Dalam
Amuntai Utara;Muara Baruh;-2.3719792;115.2605561;J7HW+6J5, Unnamed Road, Muara Baruh, Kec. Amuntai Utara, Kabupaten Hulu Sungai Utara, Kalimantan Selatan 71471;Kantor Kelurahan Muara Baruh Amuntai Utara, Kalimantan Selatan;https://www.google.com/maps?q=-2.3719792,115.2605561;Kantor Kepala Desa Muara Baruh;Gedung_Kelurahan_Muara_Baruh
Amuntai Utara;Panyaungan;-2.3790532;115.2615635;J7CX+92H, Unnamed Road, Panyaungan, Kec. Amuntai Utara, Kabupaten Hulu Sungai Utara, Kalimantan Selatan 71471;Kantor Kelurahan Panyaungan Amuntai Utara, Kalimantan Selatan;https://www.google.com/maps?q=-2.3790532,115.2615635;Kantor Kepala Desa Panyaungan;Gedung_Kelurahan_Panyaungan
Amuntai Utara;Pandawanan;-3.32;115.44;J886+H5J, Unnamed Road, Pandawanan, Kec. Amuntai Utara, Kabupaten Hulu Sungai Utara, Kalimantan Selatan 71471;Kantor Kelurahan Pandawanan Amuntai Utara, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Kepala Desa Pandawanan;Gedung_Kelurahan_Pandawanan
Amuntai Utara;Pimping;-3.32;115.44;J8P8+47P, Unnamed Road, Pimping, Kec. Amuntai Utara, Kabupaten Hulu Sungai Utara, Kalimantan Selatan 71471;Kantor Kelurahan Pimping Amuntai Utara, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Kepala Desa Pimping;Gedung_Kelurahan_Pimping
Amuntai Utara;Padang Luar;-2.3550798;115.2736757;J8V5+XV9, Unnamed Road, Padang Luar, Kec. Amuntai Utara, Kabupaten Hulu Sungai Utara, Kalimantan Selatan 71471;Kantor Kelurahan Padang Luar Amuntai Utara, Kalimantan Selatan;https://www.google.com/maps?q=-2.3550798,115.2736757;Kantor Kepala Desa Padang Luar;Gedung_Kelurahan_Padang_Luar
Amuntai Utara;Air Tawar;-2.3588864;115.279482;;Kantor Kelurahan Air Tawar Amuntai Utara, Kalimantan Selatan;https://www.google.com/maps?q=-2.3588864,115.279482;Air Tawar;Gedung_Kelurahan_Air_Tawar
Amuntai Utara;Tayur;-3.32;115.44;M828+FH4, Tayur, Kec. Amuntai Utara, Kabupaten Hulu Sungai Utara, Kalimantan Selatan 71471;Kantor Kelurahan Tayur Amuntai Utara, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Kepala Desa Tayur;Gedung_Kelurahan_Tayur
Amuntai Utara;Guntung;-2.3514004;115.27967;J8X8+C7Q, Unnamed Road, Guntung, Kec. Amuntai Utara, Kabupaten Hulu Sungai Utara, Kalimantan Selatan 71471;Kantor Kelurahan Guntung Amuntai Utara, Kalimantan Selatan;https://www.google.com/maps?q=-2.3514004,115.27967;Kantor Kepala Desa Guntung;Gedung_Kelurahan_Guntung
Amuntai Utara;Tabing Liring;-3.32;115.44;J8WF+FMM, Tabing Liring, Kec. Amuntai Utara, Kabupaten Hulu Sungai Utara, Kalimantan Selatan 71471;Kantor Kelurahan Tabing Liring Amuntai Utara, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Kepala Desa Tabing Liring;Gedung_Kelurahan_Tabing_Liring
Angsana;Sumber Baru;-3.32;115.44;7HF5+86C, Sumber Baru, Kec. Angsana, Kabupaten Tanah Bumbu, Kalimantan Selatan 72275;Kantor Kelurahan Sumber Baru Angsana, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Desa Sumber Baru;Gedung_Kelurahan_Sumber_Baru
Angsana;Angsana;-3.7065804;115.5374274;7HVF+89Q, Angsana, Kec. Angsana, Kabupaten Tanah Bumbu, Kalimantan Selatan 72275;Kantor Kelurahan Angsana Angsana, Kalimantan Selatan;https://www.google.com/maps?q=-3.7065804,115.5374274;KANTOR KEPALA DESA ANGSANA;Gedung_Kelurahan_Angsana
Angsana;Bunati;-3.7532112;115.5908606;Bunati, Kec. Angsana, Kabupaten Tanah Bumbu, Kalimantan Selatan 72275;Kantor Kelurahan Bunati Angsana, Kalimantan Selatan;https://www.google.com/maps?q=-3.7532112,115.5908606;Kantor Desa Bunati;Gedung_Kelurahan_Bunati
Angsana;Karang Indah;-3.32;115.44;7JP4+P4Q, kelurahan, Karang Indah, Angsana, Tanah Bumbu Regency, South Kalimantan 72275;Kantor Kelurahan Karang Indah Angsana, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Desa Karangindah;Gedung_Kelurahan_Karang_Indah
Angsana;Banjarsari;-3.32;115.44;8J4G+JM9, Banjar Sari, Kec. Angsana, Kabupaten Tanah Bumbu, Kalimantan Selatan 72275;Kantor Kelurahan Banjarsari Angsana, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Desa Banjarsari;Gedung_Kelurahan_Banjarsari
Angsana;Bayansari;-3.32;115.44;8H8X+4PJ, Bayan Sari, Kec. Angsana, Kabupaten Tanah Bumbu, Kalimantan Selatan 72275;Kantor Kelurahan Bayansari Angsana, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Desa Bayansari;Gedung_Kelurahan_Bayansari
Angsana;Purwodadi;-3.32;115.44;8H89+3Q2, Purwodadi, Kec. Angsana, Kabupaten Tanah Bumbu, Kalimantan Selatan 72275;Kantor Kelurahan Purwodadi Angsana, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Desa Purwodadi;Gedung_Kelurahan_Purwodadi
Angsana;Makmur;-3.32;115.44;Blok C, Makmur, Kec. Angsana, Kabupaten Tanah Bumbu, Kalimantan Selatan 72275;Kantor Kelurahan Makmur Angsana, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;kantor Desa Makmur;Gedung_Kelurahan_Makmur
Angsana;Mekar Jaya;-3.32;115.44;7JGJ+F2P, Mekar Jaya, Kec. Angsana, Kabupaten Tanah Bumbu, Kalimantan Selatan 72275;Kantor Kelurahan Mekar Jaya Angsana, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Desa Mekar Jaya;Gedung_Kelurahan_Mekar_Jaya
Banjarbaru Utara;Loktabat Utara;-3.32;115.44;Jl. Karang Anyar No.2, Loktabat Utara, Kec. Banjarbaru Utara, Kota Banjar Baru, Kalimantan Selatan 70714;Kantor Kelurahan Loktabat Utara Banjarbaru Utara, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Kelurahan Loktabat Utara;Gedung_Kelurahan_Loktabat_Utara
Banjarbaru Utara;Mentaos;-3.32;115.44;Jl. Comet Raya, Loktabat Utara, Kec. Banjarbaru Utara, Kota Banjar Baru, Kalimantan Selatan 70711;Kantor Kelurahan Mentaos Banjarbaru Utara, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kelurahan Mentaos;Gedung_Kelurahan_Mentaos
Banjarbaru Utara;Komet;-3.32;115.44;;Kantor Kelurahan Komet Banjarbaru Utara, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kelurahan Komet;Gedung_Kelurahan_Komet
Banjarbaru Utara;Sungai Ulin;-3.32;115.44;GVX6+7X2, Sungai Besar, Kec. Banjarbaru Selatan, Kota Banjar Baru, Kalimantan Selatan 70714;Kantor Kelurahan Sungai Ulin Banjarbaru Utara, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Kelurahan Sungai Ulin;Gedung_Kelurahan_Sungai_Ulin
Kusan Hulu;Bakarangan;-3.5100738;115.7396448;FQQG+X7G, Bakarangan, Kec. Kusan Hulu, Kabupaten Tanah Bumbu, Kalimantan Selatan 72274;Kantor Kelurahan Bakarangan Kusan Hulu, Kalimantan Selatan;https://www.google.com/maps?q=-3.5100738,115.7396448;Kantor Kepala Desa Bakarangan;Gedung_Kelurahan_Bakarangan
Kusan Hulu;Karang Mulya;-3.32;115.44;Jl. Transmigrasi SBB IV blok. F, Karang Mulya, Kec. Kusan Hulu, Kabupaten Tanah Bumbu, Kalimantan Selatan 72274;Kantor Kelurahan Karang Mulya Kusan Hulu, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Kepala Desa Karang Mulya;Gedung_Kelurahan_Karang_Mulya
Kusan Hulu;Harapan Jaya;-3.32;115.44;CRQ6+7WJ, Harapan Jaya, Kec. Kusan Hulu, Kabupaten Tanah Bumbu, Kalimantan Selatan 72274;Kantor Kelurahan Harapan Jaya Kusan Hulu, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Desa Harapan Jaya;Gedung_Kelurahan_Harapan_Jaya
Kusan Hulu;Lasung;-3.32;115.44;FRV7+2F6, Lasung, Kec. Kusan Hulu, Kabupaten Tanah Bumbu, Kalimantan Selatan 72274;Kantor Kelurahan Lasung Kusan Hulu, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Desa Lasung;Gedung_Kelurahan_Lasung
Kusan Hulu;Sungai Rukam;-3.32;115.44;FRW4+RWP, Sungai Rukam, Kec. Kusan Hulu, Kabupaten Tanah Bumbu, Kalimantan Selatan 72274;Kantor Kelurahan Sungai Rukam Kusan Hulu, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Desa Sungai Rukam;Gedung_Kelurahan_Sungai_Rukam
Kusan Hulu;Manuntung;-3.32;115.44;GR33+WH4, Manuntung, Kec. Kusan Hulu, Kabupaten Tanah Bumbu, Kalimantan Selatan 72274;Kantor Kelurahan Manuntung Kusan Hulu, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Desa Manuntung;Gedung_Kelurahan_Manuntung
Kusan Hulu;Anjir Baru;-3.32;115.44;GQ5R+FJ3, Unnamed Road, Anjir Baru, Kec. Kusan Hulu, Kabupaten Tanah Bumbu, Kalimantan Selatan 72274;Kantor Kelurahan Anjir Baru Kusan Hulu, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Desa Anjir Baru;Gedung_Kelurahan_Anjir_Baru
Kusan Hulu;Binawara;-3.32;115.44;GQHF+VH5, Binawara, Kec. Kusan Hulu, Kabupaten Tanah Bumbu, Kalimantan Selatan 72274;Kantor Kelurahan Binawara Kusan Hulu, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Desa Binawara;Gedung_Kelurahan_Binawara
Kusan Hulu;Pacakan;-3.4564768;115.7321962;GQV9+C75, Jl. Vangoson, Pacakan, Kec. Kusan Hulu, Kabupaten Tanah Bumbu, Kalimantan Selatan 72274;Kantor Kelurahan Pacakan Kusan Hulu, Kalimantan Selatan;https://www.google.com/maps?q=-3.4564768,115.7321962;Kantor Pemerintahan Desa Pacakan;Gedung_Kelurahan_Pacakan
Kusan Hulu;Wonorejo;-3.32;115.44;HQ6H+Q8M, Wonorejo, Kec. Kusan Hulu, Kabupaten Tanah Bumbu, Kalimantan Selatan 72274;Kantor Kelurahan Wonorejo Kusan Hulu, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;kantor Desa Wonorejo;Gedung_Kelurahan_Wonorejo
Kusan Hulu;Karang Sari;-3.32;115.44;HRP2+PPW, Unnamed Road, Karang Sari, Kec. Kusan Hulu, Kabupaten Tanah Bumbu, Kalimantan Selatan 72272;Kantor Kelurahan Karang Sari Kusan Hulu, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Desa Karang Sari;Gedung_Kelurahan_Karang_Sari
Tapin Utara;Antasari Hilir;-2.9362979;115.0943845;347J+F5M, Jl. Hakim Samad, RT.03/RW.02, Antasari Hilir, Kec. Tapin Utara, Kabupaten Tapin, Kalimantan Selatan 71152;Kantor Kelurahan Antasari Hilir Tapin Utara, Kalimantan Selatan;https://www.google.com/maps?q=-2.9362979,115.0943845;Kantor Desa Antasari Hilir;Gedung_Kelurahan_Antasari_Hilir
Tapin Utara;Antasari;-2.9343748;115.1024703;348Q+7C2 kode pos 71114, Jl.Antasari, RT.03/RW.02, Antasari, Kec. Tapin Utara, Kabupaten Tapin, Kalimantan Selatan 71152;Kantor Kelurahan Antasari Tapin Utara, Kalimantan Selatan;https://www.google.com/maps?q=-2.9343748,115.1024703;Kantor Desa Antasari;Gedung_Kelurahan_Antasari
Tapin Utara;Perintis Raya;-3.32;115.44;35C2+74H, Jl. Perintis Gg. Kantor Desa, RT.03/RW.No.108, Perintis Raya, Kec. Tapin Utara, Kabupaten Tapin, Kalimantan Selatan 71152;Kantor Kelurahan Perintis Raya Tapin Utara, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Desa Perintis Raya;Gedung_Kelurahan_Perintis_Raya
Tapin Utara;Banua Halat Kiri;-2.9151375;115.1151357;35M2+WFV, Banua Halat Kiri, Kec. Tapin Utara, Kabupaten Tapin, Kalimantan Selatan 71152;Kantor Kelurahan Banua Halat Kiri Tapin Utara, Kalimantan Selatan;https://www.google.com/maps?q=-2.9151375,115.1151357;Kantor Pemerintah Desa Banua Halat Kiri;Gedung_Kelurahan_Banua_Halat_Kiri
Tapin Utara;Lumbu Raya;-3.32;115.44;35G4+V36, Lumbu Raya, Kec. Tapin Utara, Kabupaten Tapin, Kalimantan Selatan 71152;Kantor Kelurahan Lumbu Raya Tapin Utara, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Desa Lumbu Raya;Gedung_Kelurahan_Lumbu_Raya
Tapin Utara;Keramat;-3.32;115.44;35M3+PMG, Keramat, Kec. Tapin Utara, Kabupaten Tapin, Kalimantan Selatan 71152;Kantor Kelurahan Keramat Tapin Utara, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Desa Keramat;Gedung_Kelurahan_Keramat
Tapin Utara;Banua Halat Kanan;-3.32;115.44;35R3+36C, Unnamed Road, Banua Halat Kanan, Kec. Tapin Utara, Kabupaten Tapin, Kalimantan Selatan 71152;Kantor Kelurahan Banua Halat Kanan Tapin Utara, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Desa Banua Halat Kanan;Gedung_Kelurahan_Banua_Halat_Kanan
Tapin Utara;Jingah Babaris;-3.32;115.44;35Q2+RC7, Jingah Babaris, Kec. Tapin Utara, Kabupaten Tapin, Kalimantan Selatan 71152;Kantor Kelurahan Jingah Babaris Tapin Utara, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Desa Jingah Babaris;Gedung_Kelurahan_Jingah_Babaris
Tapin Utara;Kakaran;-3.32;115.44;35R2+H55, Kakaran, Kec. Tapin Utara, Kabupaten Tapin, Kalimantan Selatan 71152;Kantor Kelurahan Kakaran Tapin Utara, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Desa Kakaran;Gedung_Kelurahan_Kakaran
Tapin Utara;Badaun;-2.907985;115.1101911;Badaun, Kec. Tapin Utara, Kabupaten Tapin, Kalimantan Selatan 71152;Kantor Kelurahan Badaun Tapin Utara, Kalimantan Selatan;https://www.google.com/maps?q=-2.907985,115.1101911;Kantor Desa Badaun;Gedung_Kelurahan_Badaun
Tapin Utara;Banua Hanyar Hulu;-2.9034698;115.1072353;34WV+J87, Banua Hanyar Hulu, Kec. Tapin Utara, Kabupaten Tapin, Kalimantan Selatan 71152;Kantor Kelurahan Banua Hanyar Hulu Tapin Utara, Kalimantan Selatan;https://www.google.com/maps?q=-2.9034698,115.1072353;Kantor Desa Banua Hanyar Hulu;Gedung_Kelurahan_Banua_Hanyar_Hulu
Tapin Utara;Banua Hanyar;-2.8975125;115.1037167;442Q+XWR, Banua Hanyar, Kec. Tapin Utara, Kabupaten Tapin, Kalimantan Selatan 71152;Kantor Kelurahan Banua Hanyar Tapin Utara, Kalimantan Selatan;https://www.google.com/maps?q=-2.8975125,115.1037167;KANTOR DESA BANUA HANYAR;Gedung_Kelurahan_Banua_Hanyar
Tapin Utara;Kupang;-3.32;115.44;345X+J4G, Kupang, Kec. Tapin Utara, Kabupaten Tapin, Kalimantan Selatan 71152;Kantor Kelurahan Kupang Tapin Utara, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Lurah Kupang;Gedung_Kelurahan_Kupang
Tapin Utara;Rangda Malingkung;-3.32;115.44;Jl. Rangda Malingkung No.13, Rangda Malingkung, Kec. Tapin Utara, Kabupaten Tapin, Kalimantan Selatan 71152;Kantor Kelurahan Rangda Malingkung Tapin Utara, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Lurah Rangda Malingkung;Gedung_Kelurahan_Rangda_Malingkung
Tapin Utara;Rantau Kiwa;-3.32;115.44;3596+V9C, Rantau Kiwa, Kec. Tapin Utara, Kabupaten Tapin, Kalimantan Selatan 71152;Kantor Kelurahan Rantau Kiwa Tapin Utara, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Kelurahan Rantau Kiwa;Gedung_Kelurahan_Rantau_Kiwa
Tapin Utara;Rantau Kanan;-3.32;115.44;Jl. Bakau. M. No.02, RT.012, Rantau Kanan, Kec. Tapin Utara, Kabupaten Tapin, Kalimantan Selatan 71152;Kantor Kelurahan Rantau Kanan Tapin Utara, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Kelurahan Rantau Kanan;Gedung_Kelurahan_Rantau_Kanan
Anjir Muara;Anjir Serapat Baru I;-3.32;115.44;Handil H. Ramli No.Rt.002, Anjir Serapat Baru I, Kec. Anjir Muara, Kabupaten Barito Kuala, Kalimantan Selatan 70564;Kantor Kelurahan Anjir Serapat Baru I Anjir Muara, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Desa Anjir Serapat Baru I;Gedung_Kelurahan_Anjir_Serapat_Baru_I
Anjir Muara;Anjir Serapat Baru;-3.1702734;114.4805216;Handil H. Ramli No.Rt.002, Anjir Serapat Baru I, Kec. Anjir Muara, Kabupaten Barito Kuala, Kalimantan Selatan 70564;Kantor Kelurahan Anjir Serapat Baru Anjir Muara, Kalimantan Selatan;https://www.google.com/maps?q=-3.1702734,114.4805216;Kantor Desa Anjir Serapat Baru I;Gedung_Kelurahan_Anjir_Serapat_Baru
Anjir Muara;Sepakat Bersama;-3.32;115.44;RG4Q+V23, Sepakat Bersama, Marabahan, Kabupaten Barito Kuala, Kalimantan Selatan 70564;Kantor Kelurahan Sepakat Bersama Anjir Muara, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Desa Sepakat Bersama;Gedung_Kelurahan_Sepakat_Bersama
Anjir Muara;Anjir Serapat Lama;-3.2104162;114.4993031;QGQP+R4Q, Anjir Serapat Lama, Kec. Anjir Muara, Kabupaten Barito Kuala, Kalimantan Selatan 70564;Kantor Kelurahan Anjir Serapat Lama Anjir Muara, Kalimantan Selatan;https://www.google.com/maps?q=-3.2104162,114.4993031;Kantor Desa Anjir Serapat Muara;Gedung_Kelurahan_Anjir_Serapat_Lama
Anjir Muara;Anjir Serapat Muara;-3.2104162;114.4993031;QGQP+R4Q, Anjir Serapat Lama, Kec. Anjir Muara, Kabupaten Barito Kuala, Kalimantan Selatan 70564;Kantor Kelurahan Anjir Serapat Muara Anjir Muara, Kalimantan Selatan;https://www.google.com/maps?q=-3.2104162,114.4993031;Kantor Desa Anjir Serapat Muara;Gedung_Kelurahan_Anjir_Serapat_Muara
Anjir Muara;Anjir Serapat Muara I;-3.2104162;114.4993031;QGQP+R4Q, Anjir Serapat Lama, Kec. Anjir Muara, Kabupaten Barito Kuala, Kalimantan Selatan 70564;Kantor Kelurahan Anjir Serapat Muara I Anjir Muara, Kalimantan Selatan;https://www.google.com/maps?q=-3.2104162,114.4993031;Kantor Desa Anjir Serapat Muara;Gedung_Kelurahan_Anjir_Serapat_Muara_I
Anjir Muara;Marabahan Baru;-3.2084642;114.5163003;QHR2+JW9, RT.7, Anjir Muara Kota, Kec. Anjir Muara, Kabupaten Barito Kuala, Kalimantan Selatan 70582;Kantor Kelurahan Marabahan Baru Anjir Muara, Kalimantan Selatan;https://www.google.com/maps?q=-3.2084642,114.5163003;Kantor Desa Marabahan Baru;Gedung_Kelurahan_Marabahan_Baru
Anjir Muara;Anjir Muara Kota;-3.2023444;114.5122478;QGXX+387, Anjir Muara Kota, Kec. Anjir Muara, Kabupaten Barito Kuala, Kalimantan Selatan 70564;Kantor Kelurahan Anjir Muara Kota Anjir Muara, Kalimantan Selatan;https://www.google.com/maps?q=-3.2023444,114.5122478;Kantor Desa Anjir Muara Kota;Gedung_Kelurahan_Anjir_Muara_Kota
Anjir Muara;Patih Muhur;-3.32;115.44;RHM9+WQ3, Patih Muhur Baru, Kec. Anjir Muara, Kabupaten Barito Kuala, Kalimantan Selatan 70564;Kantor Kelurahan Patih Muhur Anjir Muara, Kalimantan Selatan;https://www.google.com/maps?q=-3.32,115.44;Kantor Desa Patih Muhur Baru;Gedung_Kelurahan_Patih_Muhur
